user_id,assigned_group,personality_type,travel_frequency
95997,B,neutral,daily
95998,A,efficiency-oriented,daily
95999,A,efficiency-oriented,daily
96000,B,efficiency-oriented,weekly
96001,A,comfort-oriented,daily
96002,A,efficiency-oriented,daily
96003,A,efficiency-oriented,daily
96004,B,efficiency-oriented,daily
96005,A,comfort-oriented,daily
96006,B,efficiency-oriented,daily
96007,A,comfort-oriented,weekly
96008,B,comfort-oriented,weekly
96009,A,efficiency-oriented,daily
96010,B,efficiency-oriented,weekly
96011,A,comfort-oriented,weekly
96012,B,comfort-oriented,daily
96013,A,comfort-oriented,daily
96014,A,comfort-oriented,daily
96015,B,comfort-oriented,daily
96016,B,comfort-oriented,daily
96017,A,comfort-oriented,weekly
96018,B,efficiency-oriented,weekly
96019,A,comfort-oriented,daily
96020,B,neutral,daily
96021,A,efficiency-oriented,daily
96022,B,comfort-oriented,weekly
96023,A,efficiency-oriented,weekly
96024,A,comfort-oriented,daily
96025,B,comfort-oriented,daily
96026,B,comfort-oriented,rarely
96027,B,comfort-oriented,weekly
96028,A,efficiency-oriented,weekly
96029,B,efficiency-oriented,daily
96030,A,efficiency-oriented,weekly
96031,A,efficiency-oriented,daily
96032,B,comfort-oriented,daily
96033,A,efficiency-oriented,weekly
96034,A,efficiency-oriented,daily
96035,A,comfort-oriented,daily
96036,B,efficiency-oriented,daily
96037,B,efficiency-oriented,daily
96038,B,comfort-oriented,daily
96039,A,comfort-oriented,weekly
96040,B,efficiency-oriented,daily
96041,B,efficiency-oriented,daily
96042,A,comfort-oriented,daily
96043,A,efficiency-oriented,daily
96044,B,efficiency-oriented,weekly
96045,B,efficiency-oriented,rarely
96046,A,efficiency-oriented,daily
96047,A,comfort-oriented,weekly
96048,B,efficiency-oriented,weekly
96049,A,comfort-oriented,daily
96050,A,neutral,weekly
96051,B,comfort-oriented,daily
96052,B,efficiency-oriented,daily
96053,A,comfort-oriented,rarely
96054,A,comfort-oriented,daily
96055,A,efficiency-oriented,daily
96056,A,comfort-oriented,weekly
96057,A,comfort-oriented,daily
96058,A,efficiency-oriented,daily
96059,B,efficiency-oriented,daily
96060,A,efficiency-oriented,daily
96061,A,comfort-oriented,weekly
96062,B,efficiency-oriented,weekly
96063,B,comfort-oriented,daily
96064,A,efficiency-oriented,weekly
96065,A,comfort-oriented,rarely
96066,A,neutral,daily
96067,A,efficiency-oriented,weekly
96068,A,neutral,daily
96069,A,efficiency-oriented,daily
96070,A,efficiency-oriented,weekly
96071,A,neutral,weekly
96072,A,efficiency-oriented,daily
96073,B,efficiency-oriented,rarely
96074,B,efficiency-oriented,rarely
96075,B,neutral,daily
96076,A,efficiency-oriented,weekly
96077,A,comfort-oriented,weekly
96078,B,neutral,daily
96079,A,efficiency-oriented,daily
96080,A,efficiency-oriented,daily
96081,B,efficiency-oriented,daily
96082,A,comfort-oriented,daily
96083,B,efficiency-oriented,daily
96084,B,comfort-oriented,weekly
96085,A,efficiency-oriented,daily
96086,B,comfort-oriented,daily
96087,B,neutral,rarely
96088,B,efficiency-oriented,rarely
96089,B,comfort-oriented,daily
96090,A,efficiency-oriented,daily
96091,B,efficiency-oriented,weekly
96092,A,efficiency-oriented,daily
96093,A,efficiency-oriented,daily
96094,B,efficiency-oriented,rarely
96095,A,efficiency-oriented,daily
96096,B,efficiency-oriented,weekly
96097,B,comfort-oriented,rarely
96098,A,efficiency-oriented,daily
96099,A,efficiency-oriented,daily
96100,A,efficiency-oriented,weekly
96101,B,neutral,daily
96102,B,efficiency-oriented,daily
96103,B,comfort-oriented,weekly
96104,A,efficiency-oriented,daily
96105,B,efficiency-oriented,daily
96106,A,comfort-oriented,daily
96107,A,comfort-oriented,daily
96108,A,comfort-oriented,daily
96109,B,efficiency-oriented,weekly
96110,B,comfort-oriented,weekly
96111,A,comfort-oriented,rarely
96112,A,comfort-oriented,weekly
96113,B,comfort-oriented,weekly
96114,B,efficiency-oriented,weekly
96115,A,efficiency-oriented,daily
96116,A,comfort-oriented,daily
96117,A,comfort-oriented,daily
96118,A,efficiency-oriented,daily
96119,A,comfort-oriented,daily
96120,A,neutral,daily
96121,B,efficiency-oriented,weekly
96122,B,comfort-oriented,daily
96123,B,comfort-oriented,daily
96124,B,comfort-oriented,daily
96125,B,efficiency-oriented,daily
96126,A,efficiency-oriented,daily
96127,A,efficiency-oriented,weekly
96128,A,neutral,daily
96129,A,efficiency-oriented,daily
96130,B,comfort-oriented,daily
96131,B,efficiency-oriented,daily
96132,A,efficiency-oriented,daily
96133,B,comfort-oriented,daily
96134,B,comfort-oriented,weekly
96135,A,comfort-oriented,daily
96136,A,efficiency-oriented,weekly
96137,A,efficiency-oriented,daily
96138,A,efficiency-oriented,weekly
96139,A,efficiency-oriented,daily
96140,A,comfort-oriented,daily
96141,B,efficiency-oriented,rarely
96142,B,comfort-oriented,rarely
96143,B,neutral,daily
96144,B,efficiency-oriented,daily
96145,B,comfort-oriented,daily
96146,B,comfort-oriented,daily
96147,B,efficiency-oriented,daily
96148,A,comfort-oriented,daily
96149,A,efficiency-oriented,weekly
96150,A,comfort-oriented,weekly
96151,B,comfort-oriented,weekly
96152,A,comfort-oriented,daily
96153,A,comfort-oriented,weekly
96154,A,comfort-oriented,daily
96155,A,efficiency-oriented,weekly
96156,B,efficiency-oriented,daily
96157,A,comfort-oriented,weekly
96158,B,efficiency-oriented,daily
96159,A,efficiency-oriented,daily
96160,B,efficiency-oriented,weekly
96161,B,efficiency-oriented,daily
96162,B,efficiency-oriented,weekly
96163,B,comfort-oriented,weekly
96164,B,efficiency-oriented,daily
96165,B,comfort-oriented,daily
96166,B,efficiency-oriented,daily
96167,B,comfort-oriented,daily
96168,A,efficiency-oriented,rarely
96169,A,efficiency-oriented,weekly
96170,B,comfort-oriented,daily
96171,B,efficiency-oriented,daily
96172,B,efficiency-oriented,daily
96173,B,efficiency-oriented,rarely
96174,B,comfort-oriented,daily
96175,B,efficiency-oriented,daily
96176,B,efficiency-oriented,weekly
96177,B,efficiency-oriented,daily
96178,A,comfort-oriented,rarely
96179,B,efficiency-oriented,weekly
96180,B,comfort-oriented,weekly
96181,A,comfort-oriented,weekly
96182,A,comfort-oriented,weekly
96183,A,efficiency-oriented,daily
96184,A,comfort-oriented,rarely
96185,B,comfort-oriented,daily
96186,A,efficiency-oriented,daily
96187,A,efficiency-oriented,daily
96188,B,comfort-oriented,daily
96189,B,neutral,weekly
96190,A,neutral,daily
96191,B,efficiency-oriented,daily
96192,B,comfort-oriented,weekly
96193,B,efficiency-oriented,daily
96194,A,efficiency-oriented,weekly
96195,B,efficiency-oriented,rarely
96196,A,efficiency-oriented,daily
96197,B,comfort-oriented,daily
96198,B,efficiency-oriented,daily
96199,B,comfort-oriented,daily
96200,B,efficiency-oriented,weekly
96201,A,comfort-oriented,weekly
96202,A,comfort-oriented,weekly
96203,B,comfort-oriented,rarely
96204,A,comfort-oriented,rarely
96205,B,comfort-oriented,daily
96206,B,efficiency-oriented,daily
96207,A,comfort-oriented,daily
96208,A,comfort-oriented,rarely
96209,A,comfort-oriented,daily
96210,B,efficiency-oriented,daily
96211,A,efficiency-oriented,daily
96212,B,comfort-oriented,daily
96213,B,efficiency-oriented,weekly
96214,A,comfort-oriented,daily
96215,A,comfort-oriented,rarely
96216,A,efficiency-oriented,daily
96217,B,efficiency-oriented,weekly
96218,B,efficiency-oriented,rarely
96219,A,efficiency-oriented,weekly
96220,A,comfort-oriented,daily
96221,B,comfort-oriented,daily
96222,B,comfort-oriented,daily
96223,B,efficiency-oriented,daily
96224,A,efficiency-oriented,daily
96225,B,efficiency-oriented,daily
96226,B,comfort-oriented,weekly
96227,B,comfort-oriented,daily
96228,B,efficiency-oriented,rarely
96229,A,efficiency-oriented,daily
96230,A,neutral,daily
96231,B,efficiency-oriented,weekly
96232,B,neutral,weekly
96233,A,efficiency-oriented,daily
96234,A,comfort-oriented,rarely
96235,B,comfort-oriented,weekly
96236,B,comfort-oriented,daily
96237,B,comfort-oriented,rarely
96238,A,comfort-oriented,daily
96239,A,efficiency-oriented,daily
96240,B,efficiency-oriented,rarely
96241,B,efficiency-oriented,weekly
96242,B,efficiency-oriented,daily
96243,A,efficiency-oriented,weekly
96244,B,neutral,weekly
96245,A,comfort-oriented,daily
96246,B,efficiency-oriented,daily
96247,B,efficiency-oriented,weekly
96248,A,efficiency-oriented,weekly
96249,A,neutral,daily
96250,B,efficiency-oriented,daily
96251,B,efficiency-oriented,daily
96252,A,efficiency-oriented,weekly
96253,A,efficiency-oriented,weekly
96254,B,efficiency-oriented,weekly
96255,B,efficiency-oriented,weekly
96256,B,neutral,weekly
96257,A,comfort-oriented,rarely
96258,B,comfort-oriented,daily
96259,A,comfort-oriented,daily
96260,B,efficiency-oriented,weekly
96261,B,neutral,weekly
96262,B,efficiency-oriented,daily
96263,B,efficiency-oriented,daily
96264,A,comfort-oriented,daily
96265,A,efficiency-oriented,daily
96266,A,efficiency-oriented,weekly
96267,B,efficiency-oriented,daily
96268,B,comfort-oriented,daily
96269,B,efficiency-oriented,weekly
96270,B,comfort-oriented,daily
96271,B,comfort-oriented,daily
96272,B,neutral,weekly
96273,B,efficiency-oriented,weekly
96274,A,comfort-oriented,daily
96275,B,efficiency-oriented,weekly
96276,A,efficiency-oriented,daily
96277,B,efficiency-oriented,weekly
96278,A,efficiency-oriented,daily
96279,A,neutral,daily
96280,B,comfort-oriented,daily
96281,A,comfort-oriented,weekly
96282,B,efficiency-oriented,weekly
96283,B,neutral,rarely
96284,A,efficiency-oriented,weekly
96285,A,efficiency-oriented,daily
96286,A,comfort-oriented,weekly
96287,B,efficiency-oriented,daily
96288,B,efficiency-oriented,daily
96289,A,efficiency-oriented,daily
96290,B,efficiency-oriented,weekly
96291,A,efficiency-oriented,daily
96292,B,efficiency-oriented,daily
96293,B,efficiency-oriented,weekly
96294,A,efficiency-oriented,daily
96295,B,comfort-oriented,daily
96296,B,comfort-oriented,rarely
96297,A,efficiency-oriented,daily
96298,A,efficiency-oriented,daily
96299,B,efficiency-oriented,daily
96300,A,efficiency-oriented,weekly
96301,A,efficiency-oriented,weekly
96302,B,comfort-oriented,rarely
96303,B,comfort-oriented,daily
96304,A,comfort-oriented,weekly
96305,B,comfort-oriented,weekly
96306,B,efficiency-oriented,daily
96307,A,efficiency-oriented,daily
96308,A,comfort-oriented,daily
96309,B,comfort-oriented,weekly
96310,A,efficiency-oriented,daily
96311,B,efficiency-oriented,daily
96312,B,efficiency-oriented,weekly
96313,B,efficiency-oriented,weekly
96314,A,neutral,daily
96315,A,comfort-oriented,daily
96316,A,comfort-oriented,weekly
96317,B,efficiency-oriented,daily
96318,A,neutral,rarely
96319,A,efficiency-oriented,daily
96320,B,comfort-oriented,daily
96321,B,comfort-oriented,weekly
96322,B,efficiency-oriented,weekly
96323,A,comfort-oriented,daily
96324,A,efficiency-oriented,daily
96325,A,comfort-oriented,daily
96326,B,efficiency-oriented,weekly
96327,A,comfort-oriented,weekly
96328,A,efficiency-oriented,daily
96329,A,efficiency-oriented,weekly
96330,A,efficiency-oriented,weekly
96331,B,efficiency-oriented,weekly
96332,A,comfort-oriented,weekly
96333,A,efficiency-oriented,daily
96334,B,efficiency-oriented,daily
96335,A,neutral,weekly
96336,A,comfort-oriented,daily
96337,B,efficiency-oriented,weekly
96338,B,efficiency-oriented,daily
96339,B,efficiency-oriented,weekly
96340,B,neutral,rarely
96341,B,efficiency-oriented,weekly
96342,A,efficiency-oriented,weekly
96343,A,efficiency-oriented,weekly
96344,A,efficiency-oriented,rarely
96345,A,efficiency-oriented,weekly
96346,B,efficiency-oriented,daily
96347,B,efficiency-oriented,weekly
96348,B,comfort-oriented,weekly
96349,B,efficiency-oriented,weekly
96350,B,neutral,daily
96351,B,efficiency-oriented,daily
96352,B,efficiency-oriented,daily
96353,B,efficiency-oriented,rarely
96354,A,efficiency-oriented,daily
96355,B,neutral,weekly
96356,B,efficiency-oriented,weekly
96357,B,neutral,daily
96358,B,comfort-oriented,rarely
96359,B,comfort-oriented,weekly
96360,A,comfort-oriented,daily
96361,A,efficiency-oriented,rarely
96362,A,efficiency-oriented,weekly
96363,A,comfort-oriented,weekly
96364,A,efficiency-oriented,daily
96365,B,comfort-oriented,weekly
96366,B,efficiency-oriented,weekly
96367,B,efficiency-oriented,weekly
96368,A,efficiency-oriented,daily
96369,A,comfort-oriented,rarely
96370,B,efficiency-oriented,daily
96371,B,comfort-oriented,weekly
96372,A,comfort-oriented,weekly
96373,A,neutral,daily
96374,B,efficiency-oriented,daily
96375,B,efficiency-oriented,weekly
96376,B,efficiency-oriented,daily
96377,A,comfort-oriented,daily
96378,B,efficiency-oriented,weekly
96379,B,efficiency-oriented,daily
96380,A,efficiency-oriented,daily
96381,A,neutral,weekly
96382,B,efficiency-oriented,daily
96383,A,efficiency-oriented,rarely
96384,B,efficiency-oriented,weekly
96385,B,comfort-oriented,daily
96386,A,efficiency-oriented,weekly
96387,B,comfort-oriented,rarely
96388,B,efficiency-oriented,daily
96389,A,efficiency-oriented,daily
96390,A,comfort-oriented,daily
96391,B,efficiency-oriented,weekly
96392,A,comfort-oriented,weekly
96393,B,efficiency-oriented,daily
96394,B,efficiency-oriented,rarely
96395,B,efficiency-oriented,weekly
96396,B,efficiency-oriented,daily
96397,B,efficiency-oriented,daily
96398,A,efficiency-oriented,weekly
96399,B,efficiency-oriented,daily
96400,B,efficiency-oriented,weekly
96401,B,comfort-oriented,daily
96402,A,efficiency-oriented,weekly
96403,B,neutral,daily
96404,B,efficiency-oriented,weekly
96405,B,comfort-oriented,daily
96406,A,comfort-oriented,weekly
96407,B,efficiency-oriented,daily
96408,A,comfort-oriented,daily
96409,B,efficiency-oriented,daily
96410,B,comfort-oriented,daily
96411,B,comfort-oriented,daily
96412,B,efficiency-oriented,weekly
96413,B,efficiency-oriented,daily
96414,A,neutral,weekly
96415,B,efficiency-oriented,daily
96416,B,comfort-oriented,weekly
96417,B,comfort-oriented,daily
96418,B,comfort-oriented,rarely
96419,A,efficiency-oriented,weekly
96420,B,comfort-oriented,daily
96421,B,comfort-oriented,rarely
96422,A,comfort-oriented,daily
96423,B,efficiency-oriented,weekly
96424,A,comfort-oriented,daily
96425,A,efficiency-oriented,daily
96426,B,comfort-oriented,daily
96427,B,efficiency-oriented,daily
96428,A,efficiency-oriented,daily
96429,B,efficiency-oriented,rarely
96430,B,neutral,rarely
96431,B,efficiency-oriented,daily
96432,A,efficiency-oriented,daily
96433,A,efficiency-oriented,daily
96434,A,efficiency-oriented,daily
96435,A,efficiency-oriented,rarely
96436,B,efficiency-oriented,weekly
96437,B,comfort-oriented,daily
96438,A,neutral,weekly
96439,B,efficiency-oriented,daily
96440,B,comfort-oriented,rarely
96441,B,efficiency-oriented,weekly
96442,A,neutral,weekly
96443,B,efficiency-oriented,daily
96444,A,comfort-oriented,daily
96445,A,neutral,daily
96446,B,comfort-oriented,weekly
96447,B,efficiency-oriented,daily
96448,B,efficiency-oriented,weekly
96449,A,comfort-oriented,daily
96450,B,efficiency-oriented,weekly
96451,A,efficiency-oriented,weekly
96452,B,comfort-oriented,weekly
96453,A,efficiency-oriented,daily
96454,A,comfort-oriented,weekly
96455,B,comfort-oriented,rarely
96456,A,efficiency-oriented,daily
96457,A,efficiency-oriented,daily
96458,B,efficiency-oriented,rarely
96459,B,efficiency-oriented,weekly
96460,A,efficiency-oriented,daily
96461,B,neutral,weekly
96462,A,efficiency-oriented,daily
96463,A,comfort-oriented,daily
96464,A,comfort-oriented,daily
96465,B,comfort-oriented,daily
96466,A,efficiency-oriented,daily
96467,B,efficiency-oriented,daily
96468,A,efficiency-oriented,weekly
96469,B,efficiency-oriented,daily
96470,A,efficiency-oriented,weekly
96471,A,efficiency-oriented,daily
96472,B,efficiency-oriented,daily
96473,A,efficiency-oriented,daily
96474,A,comfort-oriented,daily
96475,A,efficiency-oriented,daily
96476,A,efficiency-oriented,weekly
96477,A,comfort-oriented,weekly
96478,A,efficiency-oriented,weekly
96479,A,efficiency-oriented,weekly
96480,B,efficiency-oriented,daily
96481,B,comfort-oriented,daily
96482,A,comfort-oriented,weekly
96483,A,efficiency-oriented,daily
96484,A,comfort-oriented,weekly
96485,B,efficiency-oriented,weekly
96486,B,efficiency-oriented,daily
96487,B,comfort-oriented,weekly
96488,B,comfort-oriented,daily
96489,B,efficiency-oriented,weekly
96490,B,comfort-oriented,daily
96491,B,efficiency-oriented,weekly
96492,A,efficiency-oriented,daily
96493,B,comfort-oriented,daily
96494,A,comfort-oriented,daily
96495,B,comfort-oriented,daily
96496,B,efficiency-oriented,daily
96497,A,comfort-oriented,weekly
96498,A,comfort-oriented,weekly
96499,A,efficiency-oriented,daily
96500,A,neutral,daily
96501,A,efficiency-oriented,weekly
96502,B,efficiency-oriented,weekly
96503,A,neutral,weekly
96504,B,comfort-oriented,daily
96505,A,efficiency-oriented,daily
96506,B,comfort-oriented,weekly
96507,B,neutral,daily
96508,B,efficiency-oriented,daily
96509,A,comfort-oriented,daily
96510,A,efficiency-oriented,weekly
96511,B,neutral,weekly
96512,A,neutral,weekly
96513,B,neutral,weekly
96514,B,efficiency-oriented,daily
96515,B,efficiency-oriented,daily
96516,B,comfort-oriented,daily
96517,B,comfort-oriented,daily
96518,A,neutral,daily
96519,A,efficiency-oriented,weekly
96520,A,efficiency-oriented,weekly
96521,A,comfort-oriented,daily
96522,B,neutral,daily
96523,B,efficiency-oriented,daily
96524,A,efficiency-oriented,daily
96525,A,neutral,daily
96526,B,efficiency-oriented,daily
96527,A,efficiency-oriented,daily
96528,A,comfort-oriented,daily
96529,B,comfort-oriented,daily
96530,A,comfort-oriented,daily
96531,B,efficiency-oriented,daily
96532,A,comfort-oriented,weekly
96533,A,comfort-oriented,weekly
96534,A,comfort-oriented,weekly
96535,B,comfort-oriented,daily
96536,A,efficiency-oriented,daily
96537,B,efficiency-oriented,daily
96538,B,efficiency-oriented,daily
96539,B,neutral,daily
96540,B,efficiency-oriented,daily
96541,B,efficiency-oriented,weekly
96542,B,efficiency-oriented,daily
96543,B,efficiency-oriented,daily
96544,B,comfort-oriented,daily
96545,A,comfort-oriented,rarely
96546,B,efficiency-oriented,weekly
96547,A,efficiency-oriented,weekly
96548,A,efficiency-oriented,daily
96549,B,efficiency-oriented,weekly
96550,A,efficiency-oriented,weekly
96551,B,neutral,daily
96552,A,comfort-oriented,daily
96553,B,efficiency-oriented,weekly
96554,B,efficiency-oriented,daily
96555,B,neutral,weekly
96556,A,efficiency-oriented,weekly
96557,A,comfort-oriented,daily
96558,A,efficiency-oriented,daily
96559,A,comfort-oriented,weekly
96560,B,efficiency-oriented,weekly
96561,B,comfort-oriented,daily
96562,A,efficiency-oriented,daily
96563,A,efficiency-oriented,daily
96564,B,efficiency-oriented,weekly
96565,A,efficiency-oriented,daily
96566,A,efficiency-oriented,daily
96567,B,comfort-oriented,daily
96568,B,efficiency-oriented,weekly
96569,B,efficiency-oriented,daily
96570,B,efficiency-oriented,daily
96571,B,efficiency-oriented,weekly
96572,A,comfort-oriented,weekly
96573,B,efficiency-oriented,daily
96574,B,efficiency-oriented,daily
96575,B,comfort-oriented,daily
96576,B,efficiency-oriented,daily
96577,B,efficiency-oriented,daily
96578,A,efficiency-oriented,rarely
96579,A,comfort-oriented,weekly
96580,B,neutral,daily
96581,B,efficiency-oriented,daily
96582,A,comfort-oriented,daily
96583,B,efficiency-oriented,daily
96584,A,neutral,rarely
96585,B,efficiency-oriented,weekly
96586,B,efficiency-oriented,weekly
96587,A,comfort-oriented,daily
96588,A,comfort-oriented,weekly
96589,B,efficiency-oriented,daily
96590,B,efficiency-oriented,daily
96591,B,efficiency-oriented,weekly
96592,A,efficiency-oriented,weekly
96593,A,comfort-oriented,daily
96594,B,efficiency-oriented,rarely
96595,B,efficiency-oriented,daily
96596,A,efficiency-oriented,weekly
96597,B,comfort-oriented,daily
96598,A,efficiency-oriented,daily
96599,B,comfort-oriented,weekly
96600,B,efficiency-oriented,daily
96601,B,efficiency-oriented,weekly
96602,B,comfort-oriented,daily
96603,B,efficiency-oriented,weekly
96604,A,efficiency-oriented,daily
96605,B,efficiency-oriented,daily
96606,A,neutral,daily
96607,A,efficiency-oriented,daily
96608,B,neutral,daily
96609,B,comfort-oriented,weekly
96610,B,efficiency-oriented,daily
96611,B,efficiency-oriented,daily
96612,B,comfort-oriented,daily
96613,A,neutral,daily
96614,A,neutral,daily
96615,B,efficiency-oriented,daily
96616,A,efficiency-oriented,daily
96617,B,comfort-oriented,weekly
96618,B,efficiency-oriented,daily
96619,B,comfort-oriented,daily
96620,B,comfort-oriented,daily
96621,A,efficiency-oriented,weekly
96622,A,efficiency-oriented,weekly
96623,A,neutral,weekly
96624,A,efficiency-oriented,daily
96625,B,comfort-oriented,rarely
96626,B,comfort-oriented,weekly
96627,A,neutral,rarely
96628,B,comfort-oriented,daily
96629,B,comfort-oriented,daily
96630,A,efficiency-oriented,daily
96631,A,efficiency-oriented,daily
96632,B,efficiency-oriented,daily
96633,B,comfort-oriented,weekly
96634,A,efficiency-oriented,weekly
96635,A,comfort-oriented,daily
96636,A,efficiency-oriented,daily
96637,A,efficiency-oriented,weekly
96638,B,efficiency-oriented,daily
96639,A,comfort-oriented,daily
96640,A,efficiency-oriented,daily
96641,A,neutral,daily
96642,B,efficiency-oriented,daily
96643,B,comfort-oriented,rarely
96644,B,comfort-oriented,rarely
96645,B,comfort-oriented,daily
96646,B,efficiency-oriented,weekly
96647,B,efficiency-oriented,daily
96648,A,comfort-oriented,daily
96649,B,efficiency-oriented,daily
96650,A,comfort-oriented,daily
96651,B,efficiency-oriented,daily
96652,B,comfort-oriented,daily
96653,B,efficiency-oriented,daily
96654,B,efficiency-oriented,daily
96655,B,efficiency-oriented,daily
96656,B,efficiency-oriented,daily
96657,A,neutral,weekly
96658,B,comfort-oriented,daily
96659,A,efficiency-oriented,daily
96660,A,efficiency-oriented,daily
96661,A,efficiency-oriented,daily
96662,B,efficiency-oriented,daily
96663,B,comfort-oriented,daily
96664,B,efficiency-oriented,daily
96665,A,neutral,daily
96666,A,efficiency-oriented,daily
96667,A,comfort-oriented,weekly
96668,A,comfort-oriented,rarely
96669,B,comfort-oriented,daily
96670,A,efficiency-oriented,rarely
96671,B,efficiency-oriented,rarely
96672,B,comfort-oriented,weekly
96673,A,efficiency-oriented,daily
96674,A,efficiency-oriented,daily
96675,A,efficiency-oriented,weekly
96676,B,comfort-oriented,daily
96677,A,comfort-oriented,daily
96678,B,efficiency-oriented,weekly
96679,A,comfort-oriented,daily
96680,A,efficiency-oriented,rarely
96681,B,comfort-oriented,daily
96682,A,efficiency-oriented,daily
96683,A,efficiency-oriented,weekly
96684,A,efficiency-oriented,weekly
96685,A,comfort-oriented,daily
96686,B,comfort-oriented,weekly
96687,A,comfort-oriented,weekly
96688,A,efficiency-oriented,weekly
96689,A,efficiency-oriented,daily
96690,A,neutral,daily
96691,B,efficiency-oriented,weekly
96692,A,comfort-oriented,daily
96693,B,efficiency-oriented,daily
96694,B,comfort-oriented,daily
96695,A,efficiency-oriented,daily
96696,B,efficiency-oriented,daily
96697,B,neutral,daily
96698,B,efficiency-oriented,daily
96699,B,efficiency-oriented,weekly
96700,B,comfort-oriented,daily
96701,A,efficiency-oriented,daily
96702,A,efficiency-oriented,weekly
96703,A,comfort-oriented,rarely
96704,A,comfort-oriented,rarely
96705,A,efficiency-oriented,weekly
96706,B,efficiency-oriented,daily
96707,B,neutral,daily
96708,B,efficiency-oriented,daily
96709,B,comfort-oriented,daily
96710,B,comfort-oriented,daily
96711,A,efficiency-oriented,weekly
96712,B,comfort-oriented,weekly
96713,A,efficiency-oriented,weekly
96714,B,efficiency-oriented,daily
96715,B,comfort-oriented,daily
96716,A,efficiency-oriented,daily
96717,A,comfort-oriented,rarely
96718,A,efficiency-oriented,rarely
96719,B,comfort-oriented,daily
96720,B,neutral,daily
96721,B,comfort-oriented,daily
96722,B,comfort-oriented,daily
96723,A,efficiency-oriented,daily
96724,B,efficiency-oriented,daily
96725,B,efficiency-oriented,rarely
96726,B,comfort-oriented,daily
96727,B,efficiency-oriented,daily
96728,A,efficiency-oriented,weekly
96729,A,efficiency-oriented,weekly
96730,B,efficiency-oriented,weekly
96731,B,comfort-oriented,weekly
96732,A,efficiency-oriented,daily
96733,A,efficiency-oriented,daily
96734,A,efficiency-oriented,daily
96735,B,efficiency-oriented,daily
96736,A,comfort-oriented,weekly
96737,B,comfort-oriented,daily
96738,B,efficiency-oriented,weekly
96739,B,neutral,daily
96740,A,efficiency-oriented,daily
96741,B,efficiency-oriented,weekly
96742,B,efficiency-oriented,weekly
96743,A,efficiency-oriented,daily
96744,A,neutral,daily
96745,A,efficiency-oriented,rarely
96746,A,comfort-oriented,daily
96747,B,efficiency-oriented,weekly
96748,A,comfort-oriented,daily
96749,B,comfort-oriented,daily
96750,A,efficiency-oriented,daily
96751,A,comfort-oriented,daily
96752,B,efficiency-oriented,weekly
96753,A,neutral,weekly
96754,B,efficiency-oriented,weekly
96755,A,efficiency-oriented,daily
96756,B,efficiency-oriented,rarely
96757,B,efficiency-oriented,weekly
96758,B,efficiency-oriented,weekly
96759,A,efficiency-oriented,weekly
96760,A,comfort-oriented,daily
96761,B,comfort-oriented,daily
96762,A,efficiency-oriented,daily
96763,B,efficiency-oriented,daily
96764,B,efficiency-oriented,daily
96765,B,neutral,daily
96766,B,comfort-oriented,daily
96767,B,comfort-oriented,daily
96768,A,efficiency-oriented,weekly
96769,A,efficiency-oriented,daily
96770,B,efficiency-oriented,daily
96771,B,efficiency-oriented,daily
96772,A,neutral,daily
96773,A,comfort-oriented,weekly
96774,B,efficiency-oriented,daily
96775,B,efficiency-oriented,weekly
96776,B,efficiency-oriented,daily
96777,B,efficiency-oriented,daily
96778,B,comfort-oriented,weekly
96779,B,efficiency-oriented,daily
96780,B,efficiency-oriented,daily
96781,A,efficiency-oriented,weekly
96782,B,comfort-oriented,daily
96783,B,efficiency-oriented,daily
96784,B,efficiency-oriented,daily
96785,B,efficiency-oriented,daily
96786,B,comfort-oriented,daily
96787,B,efficiency-oriented,daily
96788,B,efficiency-oriented,daily
96789,B,comfort-oriented,daily
96790,B,efficiency-oriented,daily
96791,A,efficiency-oriented,weekly
96792,B,efficiency-oriented,weekly
96793,B,efficiency-oriented,daily
96794,B,comfort-oriented,daily
96795,A,comfort-oriented,daily
96796,A,efficiency-oriented,daily
96797,B,comfort-oriented,weekly
96798,B,comfort-oriented,weekly
96799,A,efficiency-oriented,daily
96800,A,comfort-oriented,weekly
96801,B,efficiency-oriented,weekly
96802,B,comfort-oriented,daily
96803,B,efficiency-oriented,daily
96804,B,comfort-oriented,daily
96805,A,efficiency-oriented,rarely
96806,A,comfort-oriented,daily
96807,B,efficiency-oriented,daily
96808,B,neutral,weekly
96809,A,efficiency-oriented,daily
96810,B,comfort-oriented,daily
96811,B,comfort-oriented,weekly
96812,B,efficiency-oriented,daily
96813,A,comfort-oriented,weekly
96814,A,efficiency-oriented,weekly
96815,A,efficiency-oriented,daily
96816,A,comfort-oriented,daily
96817,B,efficiency-oriented,rarely
96818,A,comfort-oriented,weekly
96819,A,efficiency-oriented,daily
96820,A,comfort-oriented,weekly
96821,A,comfort-oriented,daily
96822,A,comfort-oriented,rarely
96823,B,comfort-oriented,daily
96824,B,efficiency-oriented,daily
96825,B,comfort-oriented,daily
96826,A,comfort-oriented,weekly
96827,B,comfort-oriented,daily
96828,B,comfort-oriented,weekly
96829,B,efficiency-oriented,weekly
96830,B,comfort-oriented,daily
96831,A,efficiency-oriented,daily
96832,B,neutral,weekly
96833,B,efficiency-oriented,weekly
96834,A,comfort-oriented,weekly
96835,A,comfort-oriented,daily
96836,A,efficiency-oriented,rarely
96837,B,comfort-oriented,daily
